Date;Highprice;Lowprice;Closingprice;Gennemsnitligepris;Totalvolume;Omsætning
31-08-2010;396,38;387,92;396,38;0;1;3.007.790.151
30-08-2010;397,76;392,24;393,79;0;1;1.511.460.906
27-08-2010;395,64;390,09;393,45;0;1;2.219.948.019
26-08-2010;392,85;388,47;392,66;0;1;2.624.811.637
25-08-2010;392,06;382,36;384,65;0;1;3.187.332.287
24-08-2010;398,79;389,93;392,04;0;1;2.880.273.250
23-08-2010;401,39;396,95;399,92;0;1;2.260.195.347
20-08-2010;404,52;394,76;398,29;0;1;3.619.400.430
19-08-2010;412,43;403,86;404,4;0;1;4.241.330.592
18-08-2010;413,5;404,41;408,46;0;1;7.261.844.939
17-08-2010;416,08;411,84;416,05;0;1;3.099.849.051
16-08-2010;415,4;408,07;411,32;0;1;2.222.002.621
13-08-2010;416,4;408,73;412,99;0;1;2.500.606.514
12-08-2010;416,73;408,6;412,69;0;1;5.616.610.999
11-08-2010;418,48;411,76;411,78;0;1;1.676.118.943
10-08-2010;425,04;419,47;420,2;0;1;2.046.395.965
09-08-2010;425,49;423,04;425,49;0;1;1.928.774.470
06-08-2010;427,56;419,1;419,48;0;1;2.670.330.524
05-08-2010;429,09;424,81;424,84;0;1;2.518.079.646
04-08-2010;424,84;421,36;423,72;0;1;2.618.565.585
03-08-2010;426,38;421,27;425,52;0;1;2.211.100.945
02-08-2010;420,91;413,63;420,85;0;1;2.094.256.158
30-07-2010;414,19;408,72;410,83;0;1;2.740.592.981
29-07-2010;417,1;413,26;415,06;0;1;1.848.255.483
28-07-2010;416,99;411,96;412,92;0;1;2.396.887.859
27-07-2010;416,57;413,13;414,06;0;1;2.458.463.817
26-07-2010;414,56;409,48;412,56;0;1;1.568.579.408
23-07-2010;412,19;408,39;410,99;0;1;1.576.043.855
22-07-2010;410,23;404,46;409,84;0;1;2.261.158.953
21-07-2010;406,05;401,38;405,03;0;1;1.793.877.595
20-07-2010;407,95;398,46;401,22;0;1;2.021.744.878
19-07-2010;408,48;403,96;405,55;0;1;1.711.820.855
16-07-2010;417,94;407,89;409,33;0;1;2.420.640.414
15-07-2010;417,43;412,97;415,38;0;1;2.222.549.171
14-07-2010;414,21;409,76;413,72;0;1;1.841.675.396
13-07-2010;411,63;407,65;410,64;0;1;1.833.848.259
12-07-2010;408,44;405,17;407,99;0;1;1.134.747.648
09-07-2010;409,15;405,49;406,58;0;1;1.645.080.369
08-07-2010;412,06;405,99;406,98;0;1;2.222.062.733
07-07-2010;404,33;396,77;404,31;0;1;1.663.705.048
06-07-2010;402,22;392,72;401,45;0;1;1.816.913.213
05-07-2010;393,87;390,17;391,45;0;1;1.168.322.298
02-07-2010;391,59;386,46;390,34;0;1;1.915.898.723
01-07-2010;390,87;383,32;383,73;0;1;2.445.979.155
30-06-2010;397,99;390,58;393,02;0;1;2.732.987.611
29-06-2010;402,18;390,49;391,07;0;1;2.662.764.645
28-06-2010;407,95;402,76;404,47;0;1;1.773.390.174
25-06-2010;409,21;403,06;403,36;0;1;1.807.861.550
24-06-2010;416,74;406,96;407,01;0;1;1.833.641.767
23-06-2010;416,22;412,97;413,83;0;1;2.145.281.228
22-06-2010;421,85;416,35;416,97;0;1;2.454.810.294
21-06-2010;423,95;420,8;421,23;0;1;2.716.725.287
18-06-2010;417,27;412,48;417,24;0;1;3.407.501.025
17-06-2010;412,84;406,99;408,45;0;1;2.584.939.378
16-06-2010;415,27;381,05;408,98;0;1;2.856.822.344
15-06-2010;411,28;406,87;411,12;0;1;2.425.352.676
14-06-2010;411,45;406,55;410,66;0;1;2.765.818.690
11-06-2010;404,9;399,07;402,22;0;1;3.177.537.936
10-06-2010;401,94;391,19;401,82;0;1;3.008.079.978
09-06-2010;393,8;390,21;393,67;0;1;2.707.173.536
08-06-2010;398,27;388,04;389,89;0;1;2.395.815.708
07-06-2010;395,92;388,57;392,5;0;1;2.133.965.760
04-06-2010;405,74;396,17;397,2;0;1;3.114.031.399
03-06-2010;401,25;396,34;401,25;0;1;2.419.414.360
02-06-2010;392,09;384,33;391,19;0;1;2.338.377.877
01-06-2010;388,66;381,54;388,05;0;1;2.046.119.503
31-05-2010;389,76;385,66;388,69;0;1;1.237.003.853
28-05-2010;395,42;385,65;387;0;1;2.841.476.134
27-05-2010;389,89;380,99;389,85;0;1;2.777.962.312
26-05-2010;382,8;373,12;381,11;0;1;4.034.663.036
25-05-2010;370,29;362,49;367,83;0;1;3.846.682.576
21-05-2010;382,31;368,9;375,91;0;1;4.040.784.905
20-05-2010;394,84;375,65;378,99;0;1;3.803.299.184
19-05-2010;399,11;390,02;391,85;0;1;3.456.330.757
18-05-2010;406,47;401,1;402,73;0;1;2.696.427.920
17-05-2010;401,6;392,64;400,8;0;1;3.988.698.909
12-05-2010;404,58;396,62;403,87;0;1;3.806.491.941
11-05-2010;397,04;391,7;393,52;0;1;2.903.209.766
10-05-2010;396,29;385,34;394,73;0;1;4.337.725.394
07-05-2010;381,43;370,65;371,12;0;1;5.074.514.219
06-05-2010;396,16;387,05;387,15;0;1;4.618.022.806
05-05-2010;405,63;392,3;395,02;0;1;4.379.951.644
04-05-2010;418,06;403,1;405,51;0;1;3.620.251.168
03-05-2010;414,84;408,42;413,48;0;1;1.958.412.098
29-04-2010;412,32;402,64;411,5;0;1;3.055.881.756
28-04-2010;405,67;396,64;401,8;0;1;3.732.412.978
27-04-2010;417,27;408,95;408,95;0;1;3.218.267.253
26-04-2010;417,42;409,97;414,41;0;1;4.197.285.661
23-04-2010;408,88;401,83;407,43;0;1;2.926.233.385
22-04-2010;409,76;401,2;401,2;0;1;2.484.308.185
21-04-2010;409,45;406,18;407,88;0;1;2.393.027.594
20-04-2010;406,98;400,97;406,88;0;1;2.458.134.227
19-04-2010;401,34;396,97;399,28;0;1;2.121.502.915
16-04-2010;406,83;402,1;402,68;0;1;2.670.448.682
15-04-2010;405,24;401,45;405,22;0;1;3.271.393.233
14-04-2010;401,37;397,15;400,53;0;1;3.327.105.458
13-04-2010;397,75;394,38;395,38;0;1;2.503.060.391
12-04-2010;397,95;395,1;397,76;0;1;2.233.824.676
09-04-2010;395,99;393,47;393,99;0;1;2.667.785.244
08-04-2010;395;391,97;392,32;0;1;2.334.757.451
07-04-2010;397,68;391,4;397,24;0;1;3.444.553.966
06-04-2010;392,65;388,69;391,65;0;1;2.911.223.867
31-03-2010;384,26;381,42;383,04;0;1;2.198.166.456
30-03-2010;385,02;381,13;383,23;0;1;1.881.589.477
29-03-2010;386,31;381,64;382,89;0;1;1.725.960.966
26-03-2010;388,21;383,96;384,57;0;1;2.421.829.506
25-03-2010;390,3;385,34;388,48;0;1;3.059.202.671
24-03-2010;387,29;384,13;386,71;0;1;2.589.983.805
23-03-2010;383,79;378,96;383,79;0;1;1.845.746.384
22-03-2010;378,69;374,8;378,16;0;1;1.991.304.776
19-03-2010;381,75;378,88;379,68;0;1;2.958.528.916
18-03-2010;379,67;377,2;377,87;0;1;2.231.357.148
17-03-2010;381,28;377,85;378,35;0;1;2.791.011.951
16-03-2010;377,22;372,41;377,02;0;1;2.324.533.524
15-03-2010;372,8;369,46;371,01;0;1;2.072.937.966
12-03-2010;374,81;371,87;372,34;0;1;2.334.962.264
11-03-2010;374,87;371,58;372,06;0;1;2.257.830.433
10-03-2010;374,21;367,78;374,02;0;1;2.263.580.293
09-03-2010;371,9;366,61;369,55;0;1;1.961.391.279
08-03-2010;372,31;369,95;371,38;0;1;2.066.218.672
05-03-2010;371,1;365,53;371,1;0;1;2.302.830.196
04-03-2010;365,74;362,86;364,62;0;1;3.013.428.392
03-03-2010;368,74;364,13;368,12;0;1;2.677.342.415
02-03-2010;365,02;361,3;364,37;0;1;2.432.053.318
01-03-2010;361,88;357,27;361,86;0;1;2.582.582.487
26-02-2010;356;353,02;354,77;0;1;3.472.701.667
25-02-2010;357,83;352,94;353,95;0;1;2.506.040.260
24-02-2010;358,88;355,25;358,05;0;1;2.187.248.382
23-02-2010;363,23;356,35;357,44;0;1;3.229.844.120
22-02-2010;362,22;359,71;360,99;0;1;1.905.181.425
19-02-2010;358,93;355,27;358,76;0;1;1.696.111.925
18-02-2010;358,6;356,07;358,6;0;1;1.811.566.682
17-02-2010;357,91;356,59;357,57;0;1;2.064.539.028
16-02-2010;354,54;352,04;354,54;0;1;1.951.202.572
15-02-2010;351,78;349,97;350,64;0;1;1.345.543.268
12-02-2010;352,94;347,05;349,74;0;1;2.656.934.639
11-02-2010;351,58;347,13;348,53;0;1;2.610.262.233
10-02-2010;352,67;346,01;346,31;0;1;3.748.895.573
09-02-2010;350;344,64;348,74;0;1;3.298.634.467
08-02-2010;352,46;342,71;345,43;0;1;2.167.436.296
05-02-2010;355,54;347;350,75;0;1;4.256.728.182
04-02-2010;363,84;353,97;355,92;0;1;3.508.061.362
03-02-2010;362,85;358,33;360,48;0;1;3.375.804.911
02-02-2010;361,84;356,82;358,17;0;1;2.801.870.267
01-02-2010;358,51;351,58;358,43;0;1;2.140.865.237
29-01-2010;354,85;348,41;354,85;0;1;2.822.490.055
28-01-2010;357,02;350,36;350,95;0;1;2.614.825.285
27-01-2010;353,65;345,37;349,61;0;1;3.098.121.816
26-01-2010;353,85;348,63;348,97;0;1;3.719.178.501
25-01-2010;352,24;344,97;349,86;0;1;2.427.854.587
22-01-2010;349,74;345;346,87;0;1;3.201.009.631
21-01-2010;357,69;349,68;349,69;0;1;2.973.231.463
20-01-2010;361,03;356;356,31;0;1;3.001.547.813
19-01-2010;360,8;355,11;360,47;0;1;2.270.105.023
18-01-2010;362,12;359,25;359,95;0;1;1.726.524.549
15-01-2010;363,84;358,43;359,27;0;1;3.103.236.040
14-01-2010;362,86;356,97;361,79;0;1;2.789.613.244
13-01-2010;358,98;353,3;356,53;0;1;2.886.504.494
12-01-2010;359,83;354,01;356,73;0;1;3.082.393.631
11-01-2010;363;353,65;359,54;0;1;3.664.087.914
08-01-2010;353,77;351,28;353,23;0;1;2.921.135.475
07-01-2010;351,73;345,28;351,28;0;1;3.212.275.158
06-01-2010;347,55;344,97;346,37;0;1;2.277.493.853
05-01-2010;348,36;343,5;345,14;0;1;2.919.170.708
04-01-2010;347,85;336,75;347,85;0;1;2.171.719.425
30-12-2009;337,75;335,62;336,69;0;1;1.492.655.824
29-12-2009;337,51;334,65;336,29;0;1;1.198.374.973
28-12-2009;337,3;333,91;334,59;0;1;953.402.542
23-12-2009;335,78;334,02;335,08;0;1;1.568.980.777
22-12-2009;334,25;330,81;334,25;0;1;2.137.560.843
21-12-2009;334,29;329,94;331,41;0;1;2.130.768.499
18-12-2009;334,64;332,54;334,29;0;1;2.645.292.603
17-12-2009;336,86;333,6;334,34;0;1;2.435.345.945
16-12-2009;336,56;330,89;336,56;0;1;2.232.639.057
15-12-2009;332,02;329,48;331,53;0;1;1.823.941.786
14-12-2009;334,35;330,49;331,27;0;1;1.540.854.173
11-12-2009;333,8;331,84;332;0;1;1.996.924.065
10-12-2009;332,47;330,5;331,86;0;1;2.800.382.441
09-12-2009;334,25;330,62;332,32;0;1;2.045.973.962
08-12-2009;339,72;332,21;333,39;0;1;2.564.358.549
07-12-2009;338,25;333,93;336,56;0;1;1.992.524.475
04-12-2009;338,87;332,67;337,62;0;1;2.612.211.802
03-12-2009;338,45;333,85;334,89;0;1;3.619.413.180
02-12-2009;337,44;332,97;337,1;0;1;2.675.530.699
01-12-2009;333,4;327,3;332,77;0;1;2.341.066.945
30-11-2009;329,54;323,73;327,2;0;1;2.446.084.741
27-11-2009;327,28;319,47;327,28;0;1;2.116.217.954
26-11-2009;330,3;325,43;325,79;0;1;1.884.794.683
25-11-2009;333,12;329,32;330,3;0;1;2.112.714.591
24-11-2009;336,82;331,43;331,59;0;1;1.944.880.389
23-11-2009;337,26;332,96;337,02;0;1;1.761.512.512
20-11-2009;336,24;331,98;332,58;0;1;1.926.576.391
19-11-2009;337,98;333,44;333,84;0;1;1.970.915.948
18-11-2009;340,65;335,34;338,04;0;1;2.844.494.621
17-11-2009;338,62;335,12;335,24;0;1;1.941.565.323
16-11-2009;338,72;332,01;338,72;0;1;2.225.803.779
13-11-2009;331,62;329,29;331,62;0;1;2.017.985.291
12-11-2009;334,14;330;331,81;0;1;2.764.783.055
11-11-2009;336,74;332,7;335,6;0;1;2.144.745.931
10-11-2009;334,73;331,62;332,51;0;1;2.228.659.410
09-11-2009;334,32;329,23;334,32;0;1;2.061.870.183
06-11-2009;332,24;327,5;328,55;0;1;2.803.662.580
05-11-2009;329,73;323,56;329,73;0;1;2.832.507.529
04-11-2009;327,32;324,75;327,32;0;1;2.843.539.152
03-11-2009;326,01;319,33;324,62;0;1;2.065.523.111
02-11-2009;326,82;321,45;326,49;0;1;2.131.904.443
30-10-2009;331,28;323,9;324,16;0;1;2.883.880.203
29-10-2009;328,03;320,22;327,15;0;1;3.772.049.997
28-10-2009;333,14;323,51;325,28;0;1;4.294.265.999
27-10-2009;338,2;330,09;332,71;0;1;4.363.943.534
26-10-2009;339,73;333,44;333,52;0;1;1.633.844.982
23-10-2009;340,45;336,08;338,97;0;;2.069.292.680
22-10-2009;340,67;335,27;335,69;0;;2.570.509.636
21-10-2009;341,35;336,15;341,35;0;;2.228.651.156
20-10-2009;343,26;339,93;339,98;0;;2.174.673.429
19-10-2009;343,44;339,3;341,45;0;;1.380.315.041
16-10-2009;343,76;339,21;339,42;0;;2.652.620.297
15-10-2009;345,02;339,72;340,3;0;;3.110.135.066
14-10-2009;342,06;333,3;340,91;0;;3.508.043.838
13-10-2009;337,71;332,32;332,81;0;;2.719.354.586
12-10-2009;337,77;332,51;336,52;0;;2.969.377.084
09-10-2009;334,41;330,29;332,4;0;;3.193.322.914
08-10-2009;335,16;331,18;333,04;0;;2.861.773.650
07-10-2009;334,91;329,62;330,6;0;;2.815.082.797
06-10-2009;333,91;326,72;333,1;0;;2.792.488.790
05-10-2009;328,28;324,26;326,33;0;;2.324.627.646
02-10-2009;331,48;322,98;325,49;0;;4.060.247.580
01-10-2009;336,37;329,59;331,87;0;;3.084.359.023
30-09-2009;337,32;332,69;335,03;0;;2.677.432.645
29-09-2009;337,97;333,77;334,7;0;;3.124.963.576
28-09-2009;334,57;328,02;334,57;0;;2.207.849.840
25-09-2009;333,63;326,98;330,23;0;;2.563.463.247
24-09-2009;336,63;328,27;328,87;0;;3.120.513.862
23-09-2009;339,98;335,63;336,82;0;;2.760.598.621
22-09-2009;340,51;336,52;339,84;0;;2.077.308.755
21-09-2009;337,87;335,15;336,42;0;;1.956.903.985
18-09-2009;338,27;333,4;337,04;0;;3.122.231.987
17-09-2009;341,34;335,11;337,04;0;;3.847.976.439
16-09-2009;338,48;331,51;338,24;0;;3.010.504.584
15-09-2009;332,43;329,44;331,61;0;;2.638.766.024
14-09-2009;333,33;328,52;331,6;0;;1.928.062.586
11-09-2009;336,88;333,04;333,43;0;;2.700.390.257
10-09-2009;337,41;332,89;335,3;0;;2.566.017.444
09-09-2009;334,41;329,08;334,1;0;;2.185.746.385
08-09-2009;332,94;330,42;332,67;0;;1.839.999.178
07-09-2009;331,93;328,24;331,42;0;;1.671.915.202
04-09-2009;328,66;321,8;328,14;0;;2.390.450.280
03-09-2009;325,49;319,97;321,5;0;;9.850.092.053
02-09-2009;332,57;320,16;321,9;0;;5.305.019.065
01-09-2009;339,94;333,14;334,22;0;;2.622.483.536
31-08-2009;338,88;334,05;335,03;0;;2.191.042.829
28-08-2009;342,37;335,19;339,46;0;;3.013.053.980
27-08-2009;337,62;333,95;334,81;0;;2.395.846.779
26-08-2009;339,3;332,53;335,12;0;;3.475.171.894
25-08-2009;337,55;332,63;336,52;0;;3.395.416.773
24-08-2009;338,4;330,68;335,32;0;;3.724.893.257
21-08-2009;330,8;318,76;330,2;0;;3.737.384.048
20-08-2009;322,57;316,92;322,43;0;;3.507.615.829
19-08-2009;321,28;316,29;316,53;0;;3.075.796.166
18-08-2009;326,86;320,77;321,22;0;;4.792.086.530
17-08-2009;328,95;321,48;324,09;0;;2.352.252.097
14-08-2009;331,52;326,95;329,63;0;;2.765.151.264
13-08-2009;327,38;320,98;327,32;0;;3.093.306.318
12-08-2009;321,67;315,44;320,89;0;;3.190.091.275
11-08-2009;323,44;317,98;318,56;0;;2.450.672.108
10-08-2009;323,11;318,92;323,11;0;;2.828.171.090
07-08-2009;323,79;315,95;322,98;0;;2.440.213.332
06-08-2009;327,3;321,34;323,91;0;;2.801.520.417
05-08-2009;325,16;318,33;322,48;0;;2.907.339.744
04-08-2009;320,34;315,26;319,19;0;;2.481.887.061
03-08-2009;319,12;309,65;318,78;0;;2.398.619.379
31-07-2009;312,04;307,62;311,23;0;;2.688.466.858
30-07-2009;310,22;301,54;310,13;0;;2.492.822.833
29-07-2009;307,47;299,65;301,24;0;;2.715.913.238
28-07-2009;310,14;306,41;308,15;0;;1.987.435.397
27-07-2009;309,28;305,42;306,61;0;;1.782.200.054
25-07-2009;307,75;304,04;305,71;0;;2.540.465.324
24-07-2009;307,75;304,04;305,71;0;;2.540.465.324
23-07-2009;306,48;299,82;305,76;0;;1.990.931.459
22-07-2009;302,38;296,33;299,75;0;;2.474.528.363
21-07-2009;302,28;295,79;301,05;0;;2.133.040.235
20-07-2009;296,77;292,56;295,79;0;;1.354.879.627
19-07-2009;293,41;291;292,92;0;;1.362.338.347
17-07-2009;293,41;291;292,92;0;;1.362.338.347
16-07-2009;292,01;288,59;291,02;0;;1.617.693.953
15-07-2009;288,97;282,9;288,29;0;;1.420.613.760
14-07-2009;284,1;280,21;282,52;0;;1.364.010.642
13-07-2009;280,44;276,18;279,72;0;;995.334.189
10-07-2009;281,2;278,2;279,84;0;;1.580.835.249
09-07-2009;284,01;279,97;280,9;0;;1.904.985.034
08-07-2009;283,6;280,16;282,35;0;;1.606.352.950
07-07-2009;286,75;282,47;282,47;0;;1.473.973.974
06-07-2009;286,56;281,59;282,62;0;;1.295.268.013
03-07-2009;289,38;285,95;286,56;0;;1.146.085.488
02-07-2009;294,46;288,53;289,58;0;;1.815.845.738
01-07-2009;294,57;290,43;294,56;0;;1.639.005.677
30-06-2009;292,95;289,62;290,7;0;;1.917.221.640
29-06-2009;290,05;280,45;290,02;0;;2.475.375.012
26-06-2009;287,61;279,61;280,58;0;;2.433.220.236
25-06-2009;290,1;283,57;284,84;0;;1.974.718.929
24-06-2009;289,06;280,83;289,05;0;;2.167.225.131
23-06-2009;283,99;279,29;281,12;0;;2.218.140.842
22-06-2009;293,45;283,45;284,38;0;;1.943.751.834
19-06-2009;294,29;290,11;293,16;0;;1.897.729.474
18-06-2009;294,88;286,67;291,88;0;;2.461.889.072
17-06-2009;298,82;290,07;290,37;0;;2.757.244.408
16-06-2009;301,45;297,02;299,02;0;;2.294.759.806
15-06-2009;304,49;300,21;300,61;0;;2.148.039.235
12-06-2009;307,19;302,73;303,67;0;;2.175.667.778
11-06-2009;304,55;300,45;303,72;0;;2.372.774.952
10-06-2009;302,29;294,64;300,65;0;;3.328.806.208
09-06-2009;295,14;289,11;294,34;0;;1.989.747.950
08-06-2009;296,39;288,01;289,46;0;;2.630.187.268
05-06-2009;0;0;0;0;;
04-06-2009;294,99;291,46;294,13;0;;2.619.393.493
03-06-2009;298,14;290,45;292,58;0;;2.963.902.350
02-06-2009;300,1;291,42;296,95;0;;3.492.743.259
01-06-2009;0;0;0;0;;
29-05-2009;297,19;285,03;290,83;0;;5.328.138.615
28-05-2009;297,84;289,71;292,34;0;;2.828.813.786
27-05-2009;302,09;297,18;298,14;0;;3.072.502.046
26-05-2009;303,84;293,14;299,01;0;;2.964.886.108
25-05-2009;307,58;301,86;304,33;0;;1.931.513.205
22-05-2009;0;0;0;0;;
20-05-2009;308,71;303,38;308,27;0;;2.628.855.085
19-05-2009;308,12;300,32;304,82;0;;3.024.436.270
18-05-2009;299,79;290,19;299,73;0;;2.234.852.469
15-05-2009;293,79;287,86;293,53;0;;2.690.977.185
14-05-2009;287,71;280,94;287,08;0;;2.992.237.387
13-05-2009;295,6;285,33;287,04;0;;3.755.802.657
12-05-2009;300,27;290,92;293,25;0;;4.138.923.427
11-05-2009;301,28;291,22;295,41;0;;4.763.834.991
08-05-2009;0;0;0;0;;
07-05-2009;302,59;294,63;294,81;0;;5.188.966.639
06-05-2009;297,33;288,89;296,43;0;;4.247.756.703
05-05-2009;297,19;288,28;289,65;0;;5.115.464.910
04-05-2009;288,77;277,25;288,76;0;;3.737.686.698
01-05-2009;276,75;272,69;276,66;0;;1.365.233.469
30-04-2009;278,07;269,43;274,79;0;;4.201.253.356
29-04-2009;268,81;263,42;268,45;0;;3.776.543.363
28-04-2009;265,4;260,33;263,36;0;;4.283.621.512
27-04-2009;268,07;263,3;265,69;0;;1.900.898.043
24-04-2009;270,03;262,58;268,85;0;;2.615.554.211
23-04-2009;265,53;259,11;264,83;0;;2.690.589.615
22-04-2009;261,85;255,04;261,8;0;;2.679.538.010
21-04-2009;257,7;251,45;254,65;0;;2.591.594.915
20-04-2009;266,55;256;256,38;0;;2.897.063.187
17-04-2009;265,15;252,46;264,48;0;;3.552.609.759
16-04-2009;253,77;240,66;252,66;0;;3.876.654.485
15-04-2009;242,13;238,95;240,07;0;;2.097.468.829
14-04-2009;243,44;236,38;242,23;0;;2.835.907.569
08-04-2009;238,01;232,25;235,59;0;;1.758.246.674
07-04-2009;243,59;236,64;238,05;0;;2.038.528.100
06-04-2009;245,26;238,66;243,51;0;;2.956.987.659
03-04-2009;245,59;236,45;238,66;0;;4.510.394.618
02-04-2009;245,61;238,3;245,61;0;;3.492.942.375
01-04-2009;237,73;227,25;237,71;0;;2.829.059.832
31-03-2009;231,9;224,59;228,36;0;;2.489.221.532
30-03-2009;232,11;227,37;227,89;0;;1.342.523.013
27-03-2009;237,7;232,16;232,5;0;;2.106.880.907
26-03-2009;235,74;230,09;235,7;0;;2.256.039.374
25-03-2009;230,24;225,88;230,19;0;;1.986.115.850
24-03-2009;234,67;228,02;229,34;0;;2.376.940.001
23-03-2009;231,09;226,38;229,54;0;;2.103.281.674
20-03-2009;230,75;226,04;226,94;0;;1.997.946.998
19-03-2009;232,57;226,22;228,71;0;;2.998.007.114
18-03-2009;234,48;226,26;227,7;0;;2.083.458.343
17-03-2009;230,13;225,62;229,17;0;;2.085.513.074
16-03-2009;229,39;223,86;227,25;0;;1.986.996.988
13-03-2009;230,63;224,11;224,15;0;;2.707.041.980
12-03-2009;225,36;220,65;224,23;0;;2.081.704.304
11-03-2009;230,97;222;225,33;0;;2.385.909.051
10-03-2009;221,95;213,64;221,6;0;;2.168.150.111
09-03-2009;216,21;210,32;214,37;0;;1.868.995.261
06-03-2009;219,05;212,65;213,11;0;;2.423.378.765
05-03-2009;231,72;218,34;218,76;0;;2.490.577.184
04-03-2009;228,67;223,66;228,63;0;;2.135.912.445
03-03-2009;234,85;225,67;225,75;0;;2.202.690.116
02-03-2009;240,69;233,28;233,64;0;;1.750.630.700
27-02-2009;248,92;238,23;241,48;0;;2.381.099.814
26-02-2009;250,35;243,93;249,22;0;;1.857.882.380
25-02-2009;253,69;243,08;243,34;0;;2.106.041.189
24-02-2009;254,48;246,94;248,66;0;;2.331.872.380
23-02-2009;258,2;253,46;254,88;0;;1.566.915.994
20-02-2009;258,39;251,51;252,97;0;;2.303.266.805
19-02-2009;261,76;258,04;258,98;0;;2.215.713.245
18-02-2009;264,8;257,52;258,3;0;;3.014.527.432
17-02-2009;267,69;261,64;261,98;0;;2.138.270.719
16-02-2009;269,81;266,92;268,08;0;;1.775.304.204
13-02-2009;270,74;265,14;269,87;0;;2.715.797.373
12-02-2009;265,15;260,84;264,9;0;;2.335.042.999
11-02-2009;269,43;263,15;263,97;0;;3.649.722.296
10-02-2009;271,96;267,71;268,05;0;;2.509.635.571
09-02-2009;272,35;267,74;271,82;0;;2.730.180.952
06-02-2009;272,66;263,99;270,7;0;;2.970.861.867
05-02-2009;270,24;260,68;264,1;0;;3.254.434.246
04-02-2009;268,73;260,05;268,31;0;;2.985.928.244
03-02-2009;261,72;255,13;260,76;0;;2.319.947.168
02-02-2009;261,5;256,19;257,04;0;;2.349.205.809
30-01-2009;261,8;254,98;261,79;0;;3.244.350.701
29-01-2009;261,25;253,39;256,23;0;;2.143.074.755
28-01-2009;260,15;253,65;259,16;0;;2.222.460.229
27-01-2009;258,68;252,14;253,38;0;;2.119.780.093
26-01-2009;256,68;247,51;256,01;0;;1.850.214.364
23-01-2009;251,82;245,5;247,51;0;;2.293.676.944
22-01-2009;258,22;250,37;251,81;0;;2.434.234.875
21-01-2009;253,86;245,58;251,92;0;;2.766.520.688
20-01-2009;258,03;249,4;250,34;0;;2.001.927.261
19-01-2009;263,73;253,63;254,53;0;;1.705.646.141
16-01-2009;262,43;255,69;259,31;0;;2.495.460.675
15-01-2009;261,15;250,09;255;0;;3.678.653.021
14-01-2009;268,79;252,06;252,17;0;;2.616.730.311
13-01-2009;270,17;264,12;266,63;0;;2.512.903.443
12-01-2009;273,28;269,22;270,46;0;;1.760.106.561
09-01-2009;276,66;271,51;271,86;0;;2.307.502.570
08-01-2009;273,96;265,78;272,14;0;;2.151.032.227
07-01-2009;280,48;271,07;271,07;0;;2.616.991.913
06-01-2009;281,38;269,28;280,45;0;;3.094.970.808
05-01-2009;275,38;260,53;275,38;0;;2.999.186.094
02-01-2009;260,21;248,51;260,13;0;;1.478.443.991
30-12-2008;250,27;247,02;247,72;0;;1.215.078.496
29-12-2008;250,15;245,37;247,02;0;;970.217.034
23-12-2008;247,1;244,23;245,95;0;;1.299.988.575
22-12-2008;248,92;243,99;246,39;0;;1.365.353.901
19-12-2008;250,04;246,71;248,85;0;;2.081.158.837
18-12-2008;253,43;248,39;250,03;0;;2.040.451.554
17-12-2008;257,46;249,95;253,13;0;;2.113.449.434
16-12-2008;255,04;251,22;252,66;0;;1.737.514.488
15-12-2008;258,78;253,66;254,96;0;;1.482.178.805
12-12-2008;256,71;249,47;253,04;0;;1.625.751.648
11-12-2008;261,31;255,56;257,41;0;;1.703.885.412
10-12-2008;265,63;258,21;261,04;0;;2.033.587.304
09-12-2008;265,99;257,62;265,86;0;;2.375.194.495
08-12-2008;262,2;247,47;262,17;0;;1.948.703.839
05-12-2008;254,96;245,57;246,18;0;;1.729.672.594
04-12-2008;261,17;252,61;255,06;0;;2.427.108.883
03-12-2008;256,41;251,17;254,22;0;;1.912.261.500
02-12-2008;256,14;244,64;255,64;0;;2.215.199.286
01-12-2008;263,55;254,75;257,33;0;;1.688.627.134
28-11-2008;263,05;256,76;263,05;0;;2.343.236.572
27-11-2008;261,25;251,09;261,2;0;;1.912.072.465
26-11-2008;255,74;247,79;250,3;0;;2.662.735.452
25-11-2008;255,55;246,01;252,12;0;;3.372.361.387
24-11-2008;246,04;234,64;245,91;0;;2.464.227.725
21-11-2008;243,49;233,26;233,95;0;;2.719.947.426
20-11-2008;248,53;231,03;236,79;0;;3.150.690.794
19-11-2008;259,36;245,89;249,53;0;;2.053.870.310
18-11-2008;263,28;252,43;259,09;0;;2.018.210.168
17-11-2008;270,74;259,48;262,89;0;;1.798.954.795
14-11-2008;278,66;267,21;268,8;0;;2.759.212.686
13-11-2008;272,15;261,92;267,45;0;;2.476.749.991
12-11-2008;279,83;265,1;266,8;0;;2.574.670.490
11-11-2008;289,46;274,4;276,37;0;;2.647.956.595
10-11-2008;293,45;283,18;290,15;0;;2.197.606.900
07-11-2008;290,96;280,62;281,99;0;;3.094.724.925
06-11-2008;302,52;281,91;281,91;0;;3.704.675.242
05-11-2008;316,98;297,49;301,2;0;;4.185.652.474
04-11-2008;312,92;290,08;312,88;0;;3.821.353.154
03-11-2008;294,22;282,85;289,98;0;;2.757.836.876
31-10-2008;285,21;274,17;285,19;0;;2.834.912.327
30-10-2008;285,99;269,36;276,93;0;;3.940.289.796
